Title,Price,Rating,Past Sale,Image URL,Specifications
"HP Chromebook 11.6-inch Laptop, MediaTek MT8183, MediaTek Integrated Graphics, 4 GB RAM, 32 GB eMMC Storage, Chrome (11a-na0010nr, Ash Gray) (Renewed)",$109.00,Rating not found,More Buying Choices,./Amazon_laptop_files/81EY2GIfktL._AC_UY218_.jpg,"HP Chromebook 11.6-inch Laptop, MediaTek MT8183, MediaTek Integrated Graphics, 4 GB RAM, 32 GB eMMC Storage, Chrome (11a-na0010nr, Ash Gray) (Renewed)"
"HP 17 Laptop (17.3"" HD+ Touchscreen, Intel Pentium N5030, 16GB RAM, 512GB SSD, UHD Graphics) Home & Business, 1-Year Office 365, Long Battery Life, Webcam, Numpad, IST HDMI, Win 11 Home, Silver",$499.99,Rating not found,Typical:,./Amazon_laptop_files/71m05+h-hoL._AC_UY218_.jpg,"HP 17 Laptop (17.3"" HD+ Touchscreen, Intel Pentium N5030, 16GB RAM, 512GB SSD, UHD Graphics) Home & Business, 1-Year Office 365, Long Battery Life, Webcam, Numpad, IST HDMI, Win 11 Home, Silver"
"ASUS Zenbook S 13 OLED Laptop, 13.3” OLED 3K 60Hz Display, Intel Evo Certified, Intel Core Ultra 7 155U CPU, Intel Graphics, 32GB RAM, 1TB SSD, Windows 11 Pro, Basalt Gray, UX5304MA-XS76",Price not found,Rating not found,50+ bought in past month,./Amazon_laptop_files/61TgDEN6HXL._AC_UY218_.jpg,"ASUS Zenbook S 13 OLED Laptop, 13.3” OLED 3K 60Hz Display, Intel Evo Certified, Intel Core Ultra 7 155U CPU, Intel Graphics, 32GB RAM, 1TB SSD, Windows 11 Pro, Basalt Gray, UX5304MA-XS76"
"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black",Price not found,4.3 out of 5 stars,No featured offers available,./Amazon_laptop_files/51iVT7XrGLL._AC_UY218_.jpg,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black"
"Dell Inspiron 15 3520 (2024) Business Laptop (15.6"" FHD Touchscreen IPS, Intel Core i5-1155G7, 16GB RAM, 512GB SSD) Numeric Keypad, Narrow-Bezel, Webcam, Inspiron 3000, Win 11 Home, Carbon Black",$494.98,4.6 out of 5 stars,Past sale not found,./Amazon_laptop_files/71jp+BnLmzL._AC_UY218_.jpg,"Dell Inspiron 15 3520 (2024) Business Laptop (15.6"" FHD Touchscreen IPS, Intel Core i5-1155G7, 16GB RAM, 512GB SSD) Numeric Keypad, Narrow-Bezel, Webcam, Inspiron 3000, Win 11 Home, Carbon Black"
"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5-8GB Memory - 512GB SSD - Natural Silver - Mode 14-ek0033dx",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/81BLK5ExrbL._AC_UY218_.jpg,"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5-8GB Memory - 512GB SSD - Natural Silver - Mode 14-ek0033dx"
"Lenovo ThinkBook 15 Gen 4 Business Laptop (15.6"" IPS FHD Touchscreen, Intel 10-Core i7-1255U, 16GB RAM, 512GB SSD), FHD Webcam, Narrow Bezel, Backlit, Fingerprint, Thunderbolt 4, Win 11 Pro, Grey",$899.98,Rating not found,Past sale not found,./Amazon_laptop_files/71x3GNphKbL._AC_UY218_.jpg,"Lenovo ThinkBook 15 Gen 4 Business Laptop (15.6"" IPS FHD Touchscreen, Intel 10-Core i7-1255U, 16GB RAM, 512GB SSD), FHD Webcam, Narrow Bezel, Backlit, Fingerprint, Thunderbolt 4, Win 11 Pro, Grey"
"HP Business Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor (Up to 4.10 GHz), 16GB RAM, 1TB SSD, 11 Hr Battery Life, Micro-Edge, Anti-Glare Screen, Thin & Portable, Win 11",$422.97,Rating not found,More Buying Choices,./Amazon_laptop_files/81kmD33aJ4L._AC_UY218_.jpg,"HP Business Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor (Up to 4.10 GHz), 16GB RAM, 1TB SSD, 11 Hr Battery Life, Micro-Edge, Anti-Glare Screen, Thin & Portable, Win 11"
"acer Aspire 1 A115-32-C96U Home & Student Slim Laptop (15.6"" FHD, Intel Celeron N4500, 32GB RAM, 1TB SSD, UHD Graphics) 1-Year Office 365, Ethernet, Wi-Fi, Webcam, IST HDMI, Win 11 Home, Silver",$449.98,4.5 out of 5 stars,Past sale not found,./Amazon_laptop_files/71fvVqOKyLL._AC_UY218_.jpg,"acer Aspire 1 A115-32-C96U Home & Student Slim Laptop (15.6"" FHD, Intel Celeron N4500, 32GB RAM, 1TB SSD, UHD Graphics) 1-Year Office 365, Ethernet, Wi-Fi, Webcam, IST HDMI, Win 11 Home, Silver"
"Vera Bradley Cotton Laptop Organizer, Morning Glory",$32.09,Rating not found,List:,./Amazon_laptop_files/615jggn03dL._AC_UY218_.jpg,"Vera Bradley Cotton Laptop Organizer, Morning Glory"
"Satco S49393 Corncob LED HID Light Bulb, Mogul Extended Base, 45W, 35000 Hour Rating, 6210L, Natural Light",$42.53,Rating not found,Past sale not found,./Amazon_laptop_files/71RZl6mFoTL._AC_UY218_.jpg,"Satco S49393 Corncob LED HID Light Bulb, Mogul Extended Base, 45W, 35000 Hour Rating, 6210L, Natural Light"
"Apple 2024 MacBook Air 15-inch Laptop with M3 chip: 8GB Memory, 256GB Storage; Starlight with AppleCare+ (3 Years)","$1,378.00",4.7 out of 5 stars,List:,./Amazon_laptop_files/61IU99MrvIL._AC_UY218_.jpg,"Apple 2024 MacBook Air 15-inch Laptop with M3 chip: 8GB Memory, 256GB Storage; Starlight with AppleCare+ (3 Years)"
"ASUS ZenBook Pro 14 14X OLED Q420 Business Laptop (14.5"" QHD+ Touchscreen, Intel 13th Gen 14-Core i7-13700H, 16GB RAM, 512GB SSD), Backlit, FHD Webcam, NumberPad, IST HDMI, Win 11 Home, Inkwell Gray",$899.98,Rating not found,Past sale not found,./Amazon_laptop_files/71fRr9Z3qfL._AC_UY218_.jpg,"ASUS ZenBook Pro 14 14X OLED Q420 Business Laptop (14.5"" QHD+ Touchscreen, Intel 13th Gen 14-Core i7-13700H, 16GB RAM, 512GB SSD), Backlit, FHD Webcam, NumberPad, IST HDMI, Win 11 Home, Inkwell Gray"
"Lenovo V15 Essential Laptop | 15.6"" FHD Anti-Glare Display | Intel Core i7-1255U Processor | 16GB RAM | 512GB SSD | HDMI | Ethernet RJ-45 | Numeric Keypad | Webcam | Wi-Fi 6 | Windows 11 Pro | Grey",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/611e47yHw4L._AC_UY218_.jpg,"Lenovo V15 Essential Laptop | 15.6"" FHD Anti-Glare Display | Intel Core i7-1255U Processor | 16GB RAM | 512GB SSD | HDMI | Ethernet RJ-45 | Numeric Keypad | Webcam | Wi-Fi 6 | Windows 11 Pro | Grey"
HP 15-dw Laptop Intel Core i3-1115G4 8GB 256GB SSD 15.6 Full HD WLED Win 10,Price not found,Rating not found,50+ bought in past month,./Amazon_laptop_files/61gpcrBxRKL._AC_UY218_.jpg,HP 15-dw Laptop Intel Core i3-1115G4 8GB 256GB SSD 15.6 Full HD WLED Win 10
"Alienware m18 AMD Gaming Laptop - 18-inch FHD+ (1920 x 1200) 480Hz 3ms Display, AMD Ryzen 9-7845HX, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 GDDR6, 1-Year Premium Support - Dark Metallic Moon",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71ixrysoD1L._AC_UY218_.jpg,"Alienware m18 AMD Gaming Laptop - 18-inch FHD+ (1920 x 1200) 480Hz 3ms Display, AMD Ryzen 9-7845HX, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 GDDR6, 1-Year Premium Support - Dark Metallic Moon"
"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6” FHD 144Hz Display, GeForce RTX 4070, AMD Ryzen 7 7940HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6, Windows 11, FA507XI-EH94(Mecha Gray)",Price not found,4.4 out of 5 stars,No featured offers available,./Amazon_laptop_files/71ZQQjrsY8L._AC_UY218_.jpg,"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6” FHD 144Hz Display, GeForce RTX 4070, AMD Ryzen 7 7940HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6, Windows 11, FA507XI-EH94(Mecha Gray)"
"Apple 2023 MacBook Pro 14-inch Laptop M3 chip: 16GB Memory, 1TB Storage; Space Gray with AppleCare+ (3 Years)","$2,078.00",4.6 out of 5 stars,List:,./Amazon_laptop_files/51hAK6sqprL._AC_UY218_.jpg,"Apple 2023 MacBook Pro 14-inch Laptop M3 chip: 16GB Memory, 1TB Storage; Space Gray with AppleCare+ (3 Years)"
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, Pale Rose Gold)",$209.49,Rating not found,50+ bought in past month,./Amazon_laptop_files/818vEGdvS+S._AC_UY218_.jpg,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, Pale Rose Gold)"
"Dell Newest Vostro 3520 Business Laptop, 15.6"" HD Display, Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 512GB PCIe SSD, Webcam, HDMI, Wi-Fi, Windows 11 Pro, Black",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71IpQj+PIfL._AC_UY218_.jpg,"Dell Newest Vostro 3520 Business Laptop, 15.6"" HD Display, Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 512GB PCIe SSD, Webcam, HDMI, Wi-Fi, Windows 11 Pro, Black"
"Microsoft Surface Laptop 6 13.5"" Touchscreen Notebook - Intel Core Ultra 7 165H - 32 GB - 512 GB SSD - English Keyboard - Black",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/51sZ-qxGgLL._AC_UY218_.jpg,"Microsoft Surface Laptop 6 13.5"" Touchscreen Notebook - Intel Core Ultra 7 165H - 32 GB - 512 GB SSD - English Keyboard - Black"
"Lenovo ThinkBook 15 Business Laptop (15.6"" FHD Anti-Glare, 16GB RAM, 512GB SSD, AMD Ryzen 7 5825U (> i7-1165G7)), FHD Webcam w/ Shutter, Military Grade, Fingerprint, Ethernet, Win 11 Pro, Grey, 2024",$649.98,Rating not found,Past sale not found,./Amazon_laptop_files/71muP+Lh00L._AC_UY218_.jpg,"Lenovo ThinkBook 15 Business Laptop (15.6"" FHD Anti-Glare, 16GB RAM, 512GB SSD, AMD Ryzen 7 5825U (> i7-1165G7)), FHD Webcam w/ Shutter, Military Grade, Fingerprint, Ethernet, Win 11 Pro, Grey, 2024"
"Microsoft Surface Laptop Go 3 12.4"" Touchscreen Notebook - Intel Core i5-8 GB - 128 GB SSD - English Keyboard - Platinum",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/517O9Q-KghL._AC_UY218_.jpg,"Microsoft Surface Laptop Go 3 12.4"" Touchscreen Notebook - Intel Core i5-8 GB - 128 GB SSD - English Keyboard - Platinum"
"HP 15 Laptop for Business and Home (15.6"" FHD Anti-Glare, Intel Core i5-1135G7 (Beats i7-10510U), 32GB RAM, 1TB SSD), Narrow-Bezel, Long Battery Life, Webcam, Numpad, IST SD Card, Win 11 Pro, Silver",$629.98,Rating not found,Past sale not found,./Amazon_laptop_files/71AOuo4oxoL._AC_UY218_.jpg,"HP 15 Laptop for Business and Home (15.6"" FHD Anti-Glare, Intel Core i5-1135G7 (Beats i7-10510U), 32GB RAM, 1TB SSD), Narrow-Bezel, Long Battery Life, Webcam, Numpad, IST SD Card, Win 11 Pro, Silver"
"HP 15 Laptop (15.6"" FHD Anti-glare, Intel Core i5-1135G7 (Beats i7-10510U), 16GB RAM, 512GB SSD) Home & Business PC, Narrow-Bezel, 10-Hr Long Battery Life, Type-C, Webcam, Numpad, Win 11 Home, Silver",$499.98,Rating not found,Past sale not found,./Amazon_laptop_files/61d-BxDbTpL._AC_UY218_.jpg,"HP 15 Laptop (15.6"" FHD Anti-glare, Intel Core i5-1135G7 (Beats i7-10510U), 16GB RAM, 512GB SSD) Home & Business PC, Narrow-Bezel, 10-Hr Long Battery Life, Type-C, Webcam, Numpad, Win 11 Home, Silver"
"Acer Chromebook Plus 514 Laptop with Google AI – 14"" Full HD 1920 x 1080 IPS Display | Intel Core i3-N305 | 8GB LPDDR5 | 128GB SSD | Wi-Fi 6E | FHD Camera | Chrome OS | CB514-4H-38JA",Price not found,Rating not found,50+ bought in past month,./Amazon_laptop_files/71TxZ8W9pzL._AC_UY218_.jpg,"Acer Chromebook Plus 514 Laptop with Google AI – 14"" Full HD 1920 x 1080 IPS Display | Intel Core i3-N305 | 8GB LPDDR5 | 128GB SSD | Wi-Fi 6E | FHD Camera | Chrome OS | CB514-4H-38JA"
"ASUS 2020 VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",$474.88,4.3 out of 5 stars,More Buying Choices,./Amazon_laptop_files/61+5BgTuO7L._AC_UY218_.jpg,"ASUS 2020 VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)"
StarTech.com 8 Outlet Horizontal 1U Rack Mount PDU Power Strip for Network Server Racks - Surge Protection - 120V/15A - w/ 6ft Power Cord (RKPW081915),$62.99,Rating not found,1K+ bought in past month,./Amazon_laptop_files/614Ua++1CaL._AC_UY218_.jpg,StarTech.com 8 Outlet Horizontal 1U Rack Mount PDU Power Strip for Network Server Racks - Surge Protection - 120V/15A - w/ 6ft Power Cord (RKPW081915)
"187 Killer Pads Mesh Duffel , Black",$55.88,Rating not found,Past sale not found,./Amazon_laptop_files/71woh3HkgJL._AC_UY218_.jpg,"187 Killer Pads Mesh Duffel , Black"
Dell Latitude 5300 Laptop 13.3 - Intel Core i7 8th Gen - i7-8665U - Quad Core 4.8Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),$225.99,4.3 out of 5 stars,List Price:,./Amazon_laptop_files/61h3hFnZuGS._AC_UY218_.jpg,Dell Latitude 5300 Laptop 13.3 - Intel Core i7 8th Gen - i7-8665U - Quad Core 4.8Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed)
"HP EliteBook 840 G8 Business Laptop (14"" FHD Touchscreen, Intel 4-Core i5-1145G7, 16GB RAM, 512GB PCIe SSD), 14.5-Hr Long Battery Life, Backlit Keyboard, Thunderbolt 4, 3-Year WRT, Win 11 Pro, Sliver",$699.98,4.5 out of 5 stars,Past sale not found,./Amazon_laptop_files/71jN2IWTv8L._AC_UY218_.jpg,"HP EliteBook 840 G8 Business Laptop (14"" FHD Touchscreen, Intel 4-Core i5-1145G7, 16GB RAM, 512GB PCIe SSD), 14.5-Hr Long Battery Life, Backlit Keyboard, Thunderbolt 4, 3-Year WRT, Win 11 Pro, Sliver"
"Apple 2023 MacBook Air Laptop with M2 chip: 15.3-inch Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Midnight",Price not found,4.7 out of 5 stars,No featured offers available,./Amazon_laptop_files/81Fm0tRFdHL._AC_UY218_.jpg,"Apple 2023 MacBook Air Laptop with M2 chip: 15.3-inch Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Midnight"
"HP 14-fq0032ms Laptop for Business and Student, 14"""" LED Touchscreen, AMD Ryzen 3 3250U Processor(up to 3.5 GHz), 8GB RAM, 128GB SSD, Webcam, WiFi, Ethernet, HDMI, USB-A&C, Win10, Natural Silver",$341.99,4.3 out of 5 stars,More Buying Choices,./Amazon_laptop_files/716CXZDcoQL._AC_UY218_.jpg,"HP 14-fq0032ms Laptop for Business and Student, 14"""" LED Touchscreen, AMD Ryzen 3 3250U Processor(up to 3.5 GHz), 8GB RAM, 128GB SSD, Webcam, WiFi, Ethernet, HDMI, USB-A&C, Win10, Natural Silver"
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16” 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray",Price not found,4.3 out of 5 stars,No featured offers available,./Amazon_laptop_files/71v0BQo8T8L._AC_UY218_.jpg,"ASUS ROG Strix G16 (2023) Gaming Laptop, 16” 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray"
"Lenovo ideapad 3i Laptop, 15.6"" Full HD Touchscreen Laptop, Intel Core i7-1255U, 16GB RAM, 512GB PCIe NVMe SSD, Windows 11 Home, Grey, Alpacatec 32GB Card",$609.00,Rating not found,Past sale not found,./Amazon_laptop_files/61CUoXL8MsL._AC_UY218_.jpg,"Lenovo ideapad 3i Laptop, 15.6"" Full HD Touchscreen Laptop, Intel Core i7-1255U, 16GB RAM, 512GB PCIe NVMe SSD, Windows 11 Home, Grey, Alpacatec 32GB Card"
"Razer Blade 16 (2024) Gaming Laptop: NVIDIA GeForce RTX 4080 - Intel Core i9-14900HX 14th Gen CPU - 16"" OLED QHD+ 240Hz Display - 32GB RAM - 1TB SSD - Aluminum Unibody - Windows 11 - Chroma RGB",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/81sX1nwD+fL._AC_UY218_.jpg,"Razer Blade 16 (2024) Gaming Laptop: NVIDIA GeForce RTX 4080 - Intel Core i9-14900HX 14th Gen CPU - 16"" OLED QHD+ 240Hz Display - 32GB RAM - 1TB SSD - Aluminum Unibody - Windows 11 - Chroma RGB"
"Alienware X16 R1 Gaming Laptop - 16-inch QHD+ 240Hz Display, Intel Core i9-13900HK, 32GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 12GB GDDR6, Windows 11 Home - Lunar Silver",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71WJ2jTqZgL._AC_UY218_.jpg,"Alienware X16 R1 Gaming Laptop - 16-inch QHD+ 240Hz Display, Intel Core i9-13900HK, 32GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 12GB GDDR6, Windows 11 Home - Lunar Silver"
"Lenovo ThinkPad T16 16"" i7 Business Laptop, FHD+ Display, i7-1355U, 32GB DDR5 RAM, 1TB SSD, SD Card Reader, 1 Yr Warranty, RJ-45, Wi-Fi 6, Windows 11 Pro, Black",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/710JaF3BANL._AC_UY218_.jpg,"Lenovo ThinkPad T16 16"" i7 Business Laptop, FHD+ Display, i7-1355U, 32GB DDR5 RAM, 1TB SSD, SD Card Reader, 1 Yr Warranty, RJ-45, Wi-Fi 6, Windows 11 Pro, Black"
"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71OoFTrVZxL._AC_UY218_.jpg,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver"
"Latest Lenovo ThinkBook 15 Gen 4,15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 12th Gen Intel i7-1255U, 512GB SSD, 16GB DDR4, Thunderbolt 4, 1080P Camera, Win 11 Pro - Mineral Grey (Authorized Reseller)",Price not found,4.5 out of 5 stars,No featured offers available,./Amazon_laptop_files/71xVkAdWeYL._AC_UY218_.jpg,"Latest Lenovo ThinkBook 15 Gen 4,15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 12th Gen Intel i7-1255U, 512GB SSD, 16GB DDR4, Thunderbolt 4, 1080P Camera, Win 11 Pro - Mineral Grey (Authorized Reseller)"
"SAMSUNG 14” Galaxy Book3 Pro Laptop PC Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 512GB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KC2US, Graphite",Price not found,4.4 out of 5 stars,No featured offers available,./Amazon_laptop_files/61oTh3Oun5L._AC_UY218_.jpg,"SAMSUNG 14” Galaxy Book3 Pro Laptop PC Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 512GB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KC2US, Graphite"
"MNN Portable Monitor 15.6inch FHD 1080P USB C HDMI Gaming Ultra-Slim IPS Display w/Smart Cover & Speakers,HDR Plug&Play, External Monitor for Laptop PC Phone Mac",Price not found,4.5 out of 5 stars,8K+ bought in past month,./Amazon_laptop_files/81F99hab1GL._AC_UY218_.jpg,"MNN Portable Monitor 15.6inch FHD 1080P USB C HDMI Gaming Ultra-Slim IPS Display w/Smart Cover & Speakers,HDR Plug&Play, External Monitor for Laptop PC Phone Mac"
"HP Chromebook 11 G9 EE 11.6"" Touchscreen Chromebook - HD - 1366 x 768 - Intel Celeron N4500 Dual-core (2 Core) - 4 GB RAM - 32 GB Flash Memory",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/61KUIjmfe7L._AC_UY218_.jpg,"HP Chromebook 11 G9 EE 11.6"" Touchscreen Chromebook - HD - 1366 x 768 - Intel Celeron N4500 Dual-core (2 Core) - 4 GB RAM - 32 GB Flash Memory"
"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71vFKBpKakL._AC_UY218_.jpg,"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold"
"Morostron 13.5"" Laptop Computer, 3K Full HD IPS Screen, Windows 11 Laptop with N4120 Quad Core Processor, 8GB RAM 256GB SSD, Backlit Keyboard, Touch ID, WiFi, USB, HDMI, Bluetooth, Type-C",$179.99,Rating not found,Past sale not found,./Amazon_laptop_files/71N6Z87Z39L._AC_UY218_.jpg,"Morostron 13.5"" Laptop Computer, 3K Full HD IPS Screen, Windows 11 Laptop with N4120 Quad Core Processor, 8GB RAM 256GB SSD, Backlit Keyboard, Touch ID, WiFi, USB, HDMI, Bluetooth, Type-C"
"Dell G16 G-Series 7630 Gaming Laptop - 16-inch QHD+ 165Hz, 3ms, Intel Core i9-13900HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4070 8GB GDDR6, Windows 11 Home, Onsite Service - Metallic Nightshade",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/71+8kBgZIYL._AC_UY218_.jpg,"Dell G16 G-Series 7630 Gaming Laptop - 16-inch QHD+ 165Hz, 3ms, Intel Core i9-13900HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4070 8GB GDDR6, Windows 11 Home, Onsite Service - Metallic Nightshade"
"ASUS Vivobook Pro 16X Laptop, 16” 16:10 Display, Intel Core i9-13980HX CPU, NVIDIA® GeForce® RTX™ 4070 GPU, 32GB RAM, 1TB SSD, Windows 11 Home, Earl Grey, K6604JI-AS99",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/51TFI2uGmQL._AC_UY218_.jpg,"ASUS Vivobook Pro 16X Laptop, 16” 16:10 Display, Intel Core i9-13980HX CPU, NVIDIA® GeForce® RTX™ 4070 GPU, 32GB RAM, 1TB SSD, Windows 11 Home, Earl Grey, K6604JI-AS99"
"Lenovo Laptop V15 for Business (15.6"" FHD, AMD 6-Core Ryzen 5 5500U (Beat i7-1065G7), 16GB RAM, 1TB SSD), Webcam w/Shutter, Military Grade, Numeric Keypad, IST Cable, Ethernet, Wi-Fi, Win 11 Pro",$569.98,4.6 out of 5 stars,More Buying Choices,./Amazon_laptop_files/61MwgCZQM4L._AC_UY218_.jpg,"Lenovo Laptop V15 for Business (15.6"" FHD, AMD 6-Core Ryzen 5 5500U (Beat i7-1065G7), 16GB RAM, 1TB SSD), Webcam w/Shutter, Military Grade, Numeric Keypad, IST Cable, Ethernet, Wi-Fi, Win 11 Pro"
"HP Victus 15.6"" Full HD 144Hz Gaming Laptop | AMD Ryzen 5 7535HS | NVIDIA GeForce RTX 2050 | 16GB RAM DDR5| 512GB SSD | Backlit | Windows 11 Home | Bundle with 64GB USB Flash Drive, Mica Silver",$699.00,4.4 out of 5 stars,Past sale not found,./Amazon_laptop_files/51+jzdipHpL._AC_UY218_.jpg,"HP Victus 15.6"" Full HD 144Hz Gaming Laptop | AMD Ryzen 5 7535HS | NVIDIA GeForce RTX 2050 | 16GB RAM DDR5| 512GB SSD | Backlit | Windows 11 Home | Bundle with 64GB USB Flash Drive, Mica Silver"
"HP 17 Laptop (17.3"" HD+ Anti-Glare, 64GB RAM, 2TB SSD, Intel Core i3-1125G4 (Beat i5-1035G4)) Home & Business Laptop, 9.5-Hr Long Battery Life, Webcam, Type-C, IST Cable, Win 11 Home, Silver",$699.98,4.5 out of 5 stars,Past sale not found,./Amazon_laptop_files/71e-u3fhaiL._AC_UY218_.jpg,"HP 17 Laptop (17.3"" HD+ Anti-Glare, 64GB RAM, 2TB SSD, Intel Core i3-1125G4 (Beat i5-1035G4)) Home & Business Laptop, 9.5-Hr Long Battery Life, Webcam, Type-C, IST Cable, Win 11 Home, Silver"
"HP EliteBook 840 G5 14 FHD Core i5-8350U 1.7GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM (Renewed)",Price not found,Rating not found,Past sale not found,./Amazon_laptop_files/71CkfwHJrJL._AC_UY218_.jpg,"HP EliteBook 840 G5 14 FHD Core i5-8350U 1.7GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM (Renewed)"
"Microsoft Surface Laptop Studio 2 (2023) - 14.4"" Touchscreen - Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, Windows 11, Platinum Color Copilot",Price not found,Rating not found,No featured offers available,./Amazon_laptop_files/61vqI0vw94L._AC_UY218_.jpg,"Microsoft Surface Laptop Studio 2 (2023) - 14.4"" Touchscreen - Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, Windows 11, Platinum Color Copilot"
